epoch,lr,next_lr,train_loss,train_acc,val_loss,val_acc,best_val_acc,epoch_time_sec
33,0.0287110354217463,0.0259123162949142,0.3954290411949158,0.8639777777777777,0.5201134736061096,0.8246,0.8246,35.231412599999885
34,0.0259123162949142,0.0232086602510501,0.3886645421557956,0.8697333333333334,0.5720212658882141,0.8082,0.8246,34.7674763
35,0.0232086602510501,0.0206107373853763,0.3762540791405572,0.8733777777777778,0.4889975208759308,0.836,0.836,35.33242470000005
36,0.0206107373853763,0.0181288005125655,0.3622744549592336,0.8769555555555556,0.4923954106330871,0.8366,0.8366,34.738824699999896
37,0.0181288005125655,0.0157726447035655,0.3508149569193522,0.8803333333333333,0.4716366945266723,0.8498,0.8498,35.587541599999895
38,0.0157726447035655,0.0135515686289294,0.339402085993025,0.8841333333333333,0.4470320802688599,0.847,0.8498,36.329406800000015
39,0.0135515686289294,0.0114743378612105,0.3304960187911987,0.8893111111111112,0.4290687169075012,0.8552,0.8552,34.90481469999986
40,0.0114743378612105,0.0095491502812526,0.3167303814146254,0.8946888888888889,0.4336024834632873,0.8538,0.8552,34.743330900000046
41,0.0095491502812526,0.0077836037248992,0.299855255873998,0.8995333333333333,0.411541010093689,0.8636,0.8636,36.18356989999984
42,0.007783603724899257,0.0061846659978068205,0.2936670337677002,0.9012222222222223,0.39240020847320556,0.8686,0.8686,32.290008099999994
43,0.0061846659978068205,0.004758647376699033,0.2835314390156004,0.9038888888888889,0.37144896183013915,0.8762,0.8762,32.32379899999998
44,0.004758647376699033,0.0035111757055874327,0.2714764936447144,0.9100666666666667,0.3835655680656433,0.8736,0.8762,31.91820419999999
45,0.0035111757055874327,0.0024471741852423235,0.26256807890468176,0.9126888888888889,0.3574473313331604,0.882,0.882,31.536800400000004
46,0.0024471741852423235,0.0015708419435684518,0.2513776740921868,0.9170888888888888,0.3569583364486694,0.8826,0.8826,32.14222239999998
47,0.0015708419435684518,0.000885637463565564,0.24669527577824063,0.9191111111111111,0.3552775451183319,0.8808,0.8826,31.960856799999988
48,0.000885637463565564,0.00039426493427611173,0.24203512098524305,0.9201777777777778,0.3495836160182953,0.8832,0.8832,31.758236699999998
49,0.00039426493427611173,9.866357858642205e-05,0.23913237962722778,0.9218444444444445,0.34546673135757444,0.8846,0.8846,32.41809759999995
50,9.866357858642205e-05,0.0,0.23561504922442966,0.9226444444444445,0.34726089458465575,0.8838,0.8846,32.13284709999999
